customer_id,segment,customer_age_days,lifetime_successful_txns,lifetime_failed_txns,avg_transaction_value,risk_score,preferred_channel,contact_fatigue_score
883,b2b,120,2,2,47200.51,0.1122,whatsapp,0.0
884,b2c_new,482,15,9,918.93,0.2921,sms,0.0
885,b2c_new,93,1,0,2337.68,0.0572,sms,0.0
886,b2c_new,105,4,4,2183.17,0.0943,sms,0.0
887,b2c_new,181,0,0,1433.12,0.3234,sms,0.0
888,b2c_new,180,7,1,424.05,0.0947,email,0.0
889,b2c_new,227,6,3,8168.0,0.3043,email,0.0
890,b2c_returning,1182,28,8,860.58,0.2308,whatsapp,0.0
891,b2c_new,243,4,0,2178.66,0.0644,email,0.0
892,b2b,21,0,0,37998.76,0.3408,email,0.0
893,b2c_new,241,6,3,3748.62,0.2317,sms,0.0
894,b2c_new,186,2,0,1380.09,0.0746,sms,0.0
895,b2c_returning,187,3,0,1063.33,0.2604,email,0.0
896,b2c_returning,224,3,3,2730.26,0.2333,whatsapp,0.0
897,b2c_new,175,4,3,738.91,0.0204,email,0.0
898,b2c_new,171,1,0,1347.82,0.0891,whatsapp,0.0
899,b2c_new,312,7,2,2918.17,0.1521,none,0.0
900,b2c_returning,110,1,0,5168.47,0.0985,email,0.0
901,b2c_new,76,1,1,917.68,0.1445,email,0.0
902,b2c_new,2736,44,15,1173.15,0.1975,email,0.0
903,b2c_new,94,1,1,2303.16,0.2406,whatsapp,0.0
904,b2c_new,196,5,1,444.68,0.1625,none,0.0
905,b2b,46,2,0,120302.57,0.1007,whatsapp,0.0
906,b2c_returning,199,5,4,894.17,0.285,none,0.0
907,b2c_new,77,1,1,1325.25,0.2063,whatsapp,0.0
908,b2c_new,120,2,0,2160.58,0.1731,whatsapp,0.0
909,b2c_new,461,13,5,1865.73,0.2291,none,0.0
910,b2c_new,275,3,0,916.91,0.0487,sms,0.0
911,b2c_returning,300,7,1,6006.29,0.4093,sms,0.0
912,b2c_returning,36,0,0,296.77,0.0604,whatsapp,0.0
913,b2b,940,22,7,22682.83,0.5106,whatsapp,0.0
914,b2b,61,0,1,31947.15,0.0746,sms,0.0
915,b2b,712,12,2,27453.7,0.2955,sms,0.0
916,b2b,451,7,2,59514.64,0.3086,email,0.0
917,b2c_new,302,4,1,563.8,0.2444,email,0.0
918,b2c_new,83,0,0,5354.89,0.2135,sms,0.0
919,b2c_new,206,4,2,1481.56,0.1315,sms,0.0
920,b2c_returning,117,4,2,694.28,0.1875,email,0.0
921,b2c_new,184,3,0,413.6,0.2936,email,0.0
922,b2c_returning,143,11,1,1548.36,0.1147,email,0.0
923,b2c_returning,28,1,0,1101.21,0.3043,whatsapp,0.0
924,b2c_returning,494,8,3,2124.07,0.2755,whatsapp,0.0
925,b2c_new,167,3,2,1313.09,0.2436,email,0.0
926,b2c_new,116,2,0,3514.33,0.0644,whatsapp,0.0
927,b2c_new,108,2,1,1629.12,0.0696,sms,0.0
928,b2c_returning,248,6,5,1337.83,0.0552,whatsapp,0.0
929,b2c_returning,80,5,0,3557.52,0.2803,whatsapp,0.0
930,b2c_returning,23,0,0,2111.73,0.2009,sms,0.0
931,b2c_new,259,3,1,3095.75,0.1106,email,0.0
932,b2c_new,287,4,1,4022.28,0.1465,whatsapp,0.0
933,b2c_new,150,3,0,1465.4,0.2242,email,0.0
934,b2c_returning,64,2,1,1848.84,0.2191,none,0.0
935,b2c_returning,194,2,1,3249.33,0.0818,none,0.0
936,b2c_new,48,1,0,323.79,0.3746,email,0.0
937,b2b,71,2,1,25616.32,0.0075,whatsapp,0.0
938,b2c_new,91,0,0,1537.84,0.204,none,0.0
939,b2c_returning,384,12,11,2338.77,0.2817,none,0.0
940,b2c_new,129,2,1,1027.38,0.1208,email,0.0
941,b2c_new,120,3,1,3875.21,0.1727,email,0.0
942,b2c_returning,1045,25,5,1073.96,0.0806,sms,0.0
943,b2c_new,247,4,1,1305.35,0.1269,whatsapp,0.0
944,b2c_new,244,5,1,1130.54,0.4193,email,0.0
945,b2c_new,129,5,3,4257.59,0.2746,email,0.0
946,b2c_new,105,3,0,418.07,0.1481,sms,0.0
947,b2c_returning,25,0,0,6287.75,0.0785,email,0.0
948,b2c_returning,430,8,1,5048.78,0.1361,sms,0.0
949,b2c_returning,269,10,2,1212.13,0.201,email,0.0
950,b2c_new,153,3,1,3693.72,0.1358,sms,0.0
951,b2c_returning,159,2,1,1971.61,0.1491,whatsapp,0.0
952,b2c_new,349,7,2,5724.9,0.0057,sms,0.0
953,b2c_new,44,1,0,3501.68,0.1838,email,0.0
954,b2c_new,105,1,0,8356.07,0.1563,sms,0.0
955,b2b,64,0,0,43082.36,0.3308,email,0.0
956,b2c_returning,886,17,1,2057.99,0.1299,email,0.0
957,b2c_returning,395,9,3,538.44,0.2608,whatsapp,0.0
958,b2c_returning,24,0,0,1251.93,0.2985,whatsapp,0.0
959,b2c_new,46,0,0,8693.22,0.2749,email,0.0
960,b2c_returning,159,1,0,2498.09,0.181,none,0.0
961,b2c_returning,117,3,1,3585.74,0.2171,whatsapp,0.0
962,b2c_new,54,2,0,2579.37,0.2969,none,0.0
963,b2c_new,1036,21,8,2467.26,0.1481,sms,0.0
964,b2c_new,238,3,0,1248.75,0.1995,sms,0.0
965,b2b,275,2,0,30312.39,0.1019,whatsapp,0.0
966,b2c_new,96,2,0,1225.53,0.3364,whatsapp,0.0
967,b2b,344,11,2,46906.08,0.2456,whatsapp,0.0
968,b2c_new,127,0,0,1699.54,0.066,sms,0.0
969,b2c_returning,139,0,0,2129.06,0.2193,email,0.0
970,b2c_new,311,3,0,1166.88,0.2425,whatsapp,0.0
971,b2c_new,41,2,0,1642.65,0.382,sms,0.0
972,b2c_new,757,17,2,2599.5,0.3401,whatsapp,0.0
973,b2c_new,212,5,1,3343.94,0.2356,sms,0.0
974,b2b,570,17,4,15977.11,0.0518,sms,0.0
975,b2c_new,68,2,0,1031.94,0.1794,whatsapp,0.0
976,b2c_returning,78,0,0,3049.14,0.2019,whatsapp,0.0
977,b2c_new,63,1,1,2718.53,0.1578,email,0.0
978,b2c_new,225,5,5,4612.94,0.3335,email,0.0
979,b2c_returning,191,1,0,4480.95,0.3003,email,0.0
980,b2c_new,118,2,0,9759.08,0.2697,whatsapp,0.0
981,b2b,72,3,2,59926.68,0.3494,sms,0.0
982,b2c_returning,57,0,0,5434.58,0.2271,email,0.0
983,b2c_returning,172,2,0,945.33,0.2139,email,0.0
984,b2c_new,118,2,1,9617.88,0.2614,whatsapp,0.0
985,b2c_new,97,3,0,2474.59,0.0327,email,0.0
986,b2b,724,15,5,32802.69,0.1539,sms,0.0
987,b2c_new,167,4,2,3599.28,0.1056,sms,0.0
988,b2c_new,564,14,1,697.0,0.2691,sms,0.0
989,b2c_new,111,2,1,848.28,0.3447,email,0.0
990,b2c_returning,224,8,1,1951.81,0.188,whatsapp,0.0
991,b2c_returning,171,2,0,2292.84,0.0251,email,0.0
992,b2c_returning,39,1,0,7733.6,0.6175,whatsapp,0.0
993,b2c_returning,650,14,2,926.21,0.2067,sms,0.0
994,b2c_new,159,5,1,5290.55,0.2706,sms,0.0
995,b2b,352,11,3,33076.23,0.3973,sms,0.0
996,b2c_new,91,0,0,1480.12,0.5269,none,0.0
997,b2c_returning,155,2,0,1604.96,0.1834,email,0.0
998,b2c_new,82,3,0,1453.67,0.4546,email,0.0
999,b2b,547,11,2,104147.07,0.1766,sms,0.0
1000,b2c_new,238,4,1,1365.23,0.0259,sms,0.0
1001,b2c_new,250,5,1,670.63,0.2724,email,0.0
1002,b2c_new,611,14,2,1492.3,0.5372,none,0.0
1003,b2c_new,509,7,3,2477.96,0.0199,email,0.0
1004,b2c_new,358,8,1,674.46,0.0887,none,0.0
1005,b2c_returning,50,0,0,2704.91,0.4512,sms,0.0
1006,b2c_new,96,4,0,4112.99,0.4231,whatsapp,0.0
1007,b2b,72,1,0,49428.41,0.0895,whatsapp,0.0
1008,b2c_new,346,11,3,2279.95,0.3257,email,0.0
1009,b2c_returning,209,6,1,508.92,0.2506,sms,0.0
1010,b2c_new,51,1,0,2832.39,0.1469,email,0.0
1011,b2c_returning,151,3,1,3542.41,0.2325,email,0.0
1012,b2c_returning,46,2,0,1105.41,0.1651,whatsapp,0.0
1013,b2c_new,171,6,2,1710.71,0.2015,email,0.0
1014,b2b,40,1,1,28334.43,0.1119,whatsapp,0.0
1015,b2c_new,289,3,3,6289.42,0.2116,sms,0.0
1016,b2c_new,252,6,1,1504.85,0.3403,none,0.0
1017,b2c_returning,1002,18,2,3359.08,0.0716,none,0.0
1018,b2c_returning,386,12,5,2246.1,0.1046,email,0.0
1019,b2c_new,123,3,1,2069.66,0.0397,whatsapp,0.0
1020,b2c_new,375,6,0,4568.18,0.1543,email,0.0
1021,b2c_returning,51,0,0,1005.81,0.093,sms,0.0
1022,b2c_returning,75,3,4,2115.03,0.0355,whatsapp,0.0
1023,b2b,242,6,3,130697.82,0.0948,email,0.0
1024,b2c_returning,25,0,0,626.84,0.3148,whatsapp,0.0
1025,b2c_returning,174,2,2,4265.65,0.3996,email,0.0
1026,b2c_new,71,1,1,3215.87,0.3786,whatsapp,0.0
1027,b2b,197,8,7,46918.36,0.3658,sms,0.0
1028,b2c_new,68,2,0,1499.03,0.1478,email,0.0
1029,b2c_returning,263,6,1,1800.28,0.151,email,0.0
1030,b2c_new,183,6,1,2953.37,0.4238,whatsapp,0.0
1031,b2c_returning,634,23,3,1867.9,0.2515,whatsapp,0.0
1032,b2c_returning,181,4,1,1128.1,0.0997,whatsapp,0.0
1033,b2c_returning,90,2,1,1253.36,0.4978,sms,0.0
1034,b2b,144,2,2,57372.31,0.0986,sms,0.0
1035,b2c_new,53,0,0,937.04,0.3976,whatsapp,0.0
1036,b2c_returning,259,5,1,2273.03,0.3002,email,0.0
1037,b2c_new,306,1,0,1033.21,0.3171,email,0.0
1038,b2c_new,1661,38,12,922.89,0.1103,email,0.0
1039,b2c_new,102,1,0,16826.9,0.1495,whatsapp,0.0
1040,b2c_new,141,3,1,6998.41,0.1077,sms,0.0
1041,b2c_new,107,3,1,1990.82,0.2101,email,0.0
1042,b2c_returning,217,5,1,3265.78,0.1352,whatsapp,0.0
1043,b2c_returning,253,11,4,3678.3,0.0704,sms,0.0
1044,b2c_returning,171,6,2,1707.41,0.1029,email,0.0
1045,b2c_new,478,10,3,2193.98,0.1615,sms,0.0
1046,b2c_new,103,4,4,1498.2,0.1072,none,0.0
1047,b2c_new,437,5,3,4335.15,0.3452,whatsapp,0.0
1048,b2c_returning,292,7,0,4377.11,0.3616,whatsapp,0.0
1049,b2c_returning,178,8,1,5371.62,0.1656,whatsapp,0.0
1050,b2c_new,135,1,1,2168.39,0.1758,sms,0.0
1051,b2c_returning,1598,31,9,8209.16,0.2645,whatsapp,0.0
1052,b2c_new,86,2,0,1706.32,0.41,whatsapp,0.0
1053,b2c_new,235,10,6,7543.14,0.2252,email,0.0
1054,b2c_new,91,2,1,1301.45,0.1247,sms,0.0
1055,b2c_new,897,22,8,725.84,0.1199,email,0.0
1056,b2c_returning,399,6,0,7442.84,0.4847,whatsapp,0.0
1057,b2b,97,4,1,40109.51,0.1129,email,0.0
1058,b2c_new,285,3,0,2588.74,0.0983,sms,0.0
1059,b2c_returning,226,4,1,1398.57,0.3932,none,0.0
1060,b2c_returning,113,1,1,996.19,0.1466,sms,0.0
1061,b2b,356,7,3,66931.0,0.2438,email,0.0
1062,b2c_returning,255,14,2,1983.32,0.2717,email,0.0
1063,b2c_new,218,6,3,1620.36,0.07,none,0.0
1064,b2c_returning,173,6,2,462.73,0.1407,whatsapp,0.0
1065,b2c_new,265,9,4,5890.95,0.0844,whatsapp,0.0
1066,b2b,221,3,1,38354.38,0.0897,sms,0.0
1067,b2c_new,189,4,0,4283.08,0.1035,sms,0.0
1068,b2c_returning,101,4,0,1098.38,0.0617,whatsapp,0.0
1069,b2c_new,826,22,5,2006.07,0.4273,whatsapp,0.0
1070,b2c_new,69,1,0,3555.18,0.2035,sms,0.0
1071,b2c_returning,264,5,0,3227.89,0.295,email,0.0
1072,b2c_returning,134,3,1,1492.14,0.1862,sms,0.0
1073,b2c_new,877,28,8,2570.99,0.3883,whatsapp,0.0
1074,b2b,79,0,0,41515.91,0.0318,email,0.0
1075,b2c_returning,92,1,1,1622.93,0.0395,sms,0.0
1076,b2c_new,75,1,1,825.46,0.1989,email,0.0
1077,b2c_returning,240,5,2,1162.52,0.1711,whatsapp,0.0
1078,b2c_new,52,0,0,1380.34,0.275,sms,0.0
1079,b2c_returning,117,1,0,1833.14,0.1676,whatsapp,0.0
1080,b2c_new,25,3,1,5487.39,0.2065,sms,0.0
1081,b2c_new,223,4,1,3397.45,0.1908,whatsapp,0.0
1082,b2b,114,4,1,61877.15,0.1859,none,0.0
1083,b2b,47,0,0,30879.22,0.0422,email,0.0
1084,b2c_returning,478,8,2,1703.37,0.2892,email,0.0
1085,b2b,55,4,3,25166.62,0.2833,whatsapp,0.0
1086,b2c_returning,368,7,3,932.86,0.1152,whatsapp,0.0
1087,b2c_returning,95,2,0,1311.56,0.2151,whatsapp,0.0
1088,b2c_returning,760,18,9,3722.31,0.0862,sms,0.0
1089,b2c_new,353,7,0,972.95,0.1495,whatsapp,0.0
1090,b2c_new,72,3,2,1870.88,0.2389,whatsapp,0.0
1091,b2c_new,78,1,1,2502.84,0.2901,sms,0.0
1092,b2c_returning,310,6,5,879.62,0.4572,email,0.0
1093,b2c_new,142,3,0,518.67,0.2278,none,0.0
1094,b2c_new,154,3,2,3397.21,0.1238,sms,0.0
1095,b2c_returning,565,11,1,13358.52,0.1633,email,0.0
1096,b2c_new,91,2,0,2481.82,0.2035,none,0.0
1097,b2c_new,195,5,3,2838.6,0.1337,whatsapp,0.0
1098,b2c_returning,425,7,2,969.41,0.1748,whatsapp,0.0
1099,b2c_returning,372,12,5,5035.73,0.0386,whatsapp,0.0
1100,b2c_new,155,2,0,1382.72,0.0544,email,0.0
1101,b2c_new,138,2,0,4064.9,0.1609,whatsapp,0.0
1102,b2c_new,37,1,0,2753.56,0.0978,email,0.0
1103,b2c_returning,69,1,1,2800.99,0.2953,whatsapp,0.0
1104,b2c_returning,239,7,3,2726.72,0.1838,email,0.0
1105,b2c_new,158,2,1,2666.57,0.2409,email,0.0
1106,b2c_returning,192,1,0,2194.95,0.1324,email,0.0
1107,b2c_new,458,9,3,3547.6,0.1926,sms,0.0
1108,b2c_new,61,0,0,1082.8,0.2981,email,0.0
1109,b2b,145,4,1,66090.9,0.2473,sms,0.0
1110,b2c_new,213,7,2,5030.14,0.0035,whatsapp,0.0
1111,b2c_new,95,1,2,2031.59,0.0603,email,0.0
1112,b2c_new,652,20,5,1432.8,0.3316,whatsapp,0.0
1113,b2c_returning,407,13,1,3714.32,0.3532,whatsapp,0.0
1114,b2b,233,3,0,18389.6,0.1284,email,0.0
1115,b2b,904,21,9,72663.58,0.3288,email,0.0
1116,b2c_new,46,3,2,3000.38,0.1207,whatsapp,0.0
1117,b2c_new,178,3,0,1981.64,0.1124,email,0.0
1118,b2c_returning,250,3,1,2962.75,0.0226,sms,0.0
1119,b2c_new,79,1,0,1813.54,0.4117,whatsapp,0.0
1120,b2c_returning,235,5,1,2491.28,0.1125,whatsapp,0.0
1121,b2c_returning,66,2,1,499.62,0.0658,whatsapp,0.0
1122,b2c_new,335,11,2,962.07,0.0931,whatsapp,0.0
1123,b2c_returning,466,6,2,3021.81,0.0556,whatsapp,0.0
1124,b2c_new,229,3,0,11277.3,0.1041,email,0.0
1125,b2c_new,33,0,0,2327.7,0.2916,email,0.0
1126,b2c_returning,75,0,0,1108.3,0.1872,whatsapp,0.0
1127,b2c_returning,299,10,7,1978.96,0.1314,whatsapp,0.0
1128,b2c_returning,183,2,1,963.09,0.263,whatsapp,0.0
1129,b2c_returning,15,1,0,4317.44,0.2399,sms,0.0
1130,b2b,550,12,3,32621.34,0.2695,whatsapp,0.0
1131,b2b,203,8,2,48300.14,0.4101,none,0.0
1132,b2c_returning,86,1,0,1616.67,0.0711,email,0.0
1133,b2c_new,440,14,6,4003.46,0.056,email,0.0
1134,b2c_returning,97,4,0,577.68,0.0969,none,0.0
1135,b2b,96,3,1,66183.86,0.1092,none,0.0
1136,b2c_new,248,2,1,2626.1,0.2747,email,0.0
1137,b2c_new,894,23,7,1491.74,0.219,sms,0.0
1138,b2c_new,776,15,2,2315.08,0.2222,whatsapp,0.0
1139,b2c_new,248,5,0,2287.75,0.058,email,0.0
1140,b2c_returning,272,3,1,3750.8,0.0382,email,0.0
1141,b2c_new,366,10,5,2781.12,0.2336,email,0.0
1142,b2c_returning,58,2,1,2369.87,0.1725,whatsapp,0.0
1143,b2c_returning,321,10,1,3331.46,0.0891,email,0.0
1144,b2c_returning,92,2,1,698.13,0.1648,email,0.0
1145,b2c_new,239,2,0,1063.0,0.0856,email,0.0
1146,b2c_new,146,5,1,682.57,0.0324,whatsapp,0.0
1147,b2c_returning,282,9,4,2642.72,0.0919,whatsapp,0.0
1148,b2c_returning,200,5,2,2404.78,0.1655,whatsapp,0.0
1149,b2c_new,11,0,0,4746.91,0.1607,email,0.0
1150,b2c_returning,211,3,0,2302.4,0.2248,none,0.0
1151,b2c_new,320,6,0,1156.73,0.0964,none,0.0
1152,b2c_returning,268,7,3,1977.01,0.1803,email,0.0
1153,b2c_new,164,4,3,484.32,0.155,none,0.0
1154,b2c_new,789,25,6,1352.6,0.275,sms,0.0
1155,b2c_returning,238,7,6,348.13,0.3238,email,0.0
1156,b2c_new,266,5,2,2265.4,0.0425,whatsapp,0.0
1157,b2c_new,460,16,9,1480.35,0.1871,sms,0.0
1158,b2c_new,249,4,0,1640.82,0.2565,whatsapp,0.0
1159,b2c_new,80,0,0,937.7,0.1775,sms,0.0
1160,b2c_returning,20,0,0,1127.03,0.237,whatsapp,0.0
1161,b2c_new,117,1,0,2923.02,0.3677,whatsapp,0.0
1162,b2c_returning,357,10,1,658.72,0.1857,email,0.0
1163,b2c_returning,130,5,1,2564.51,0.1403,whatsapp,0.0
1164,b2c_new,370,4,2,1020.13,0.1781,sms,0.0
1165,b2c_new,205,8,3,554.93,0.2509,email,0.0
1166,b2c_returning,573,14,7,4247.06,0.2008,sms,0.0
1167,b2c_returning,138,7,1,4564.06,0.1811,whatsapp,0.0
1168,b2c_returning,274,5,1,1233.87,0.1209,whatsapp,0.0
1169,b2c_returning,283,5,0,1225.43,0.1699,whatsapp,0.0
1170,b2c_new,695,18,4,1510.1,0.0486,email,0.0
1171,b2c_new,38,0,0,1020.96,0.1565,whatsapp,0.0
1172,b2c_returning,119,0,0,1154.99,0.2046,whatsapp,0.0
1173,b2c_new,386,11,4,2466.57,0.2572,none,0.0
1174,b2c_returning,723,13,1,7686.86,0.3002,whatsapp,0.0
1175,b2c_returning,223,7,1,1404.23,0.1683,email,0.0
1176,b2c_returning,138,2,1,3683.85,0.0083,none,0.0
1177,b2c_new,355,6,3,2304.38,0.1043,whatsapp,0.0
1178,b2c_new,393,9,1,558.35,0.345,email,0.0
1179,b2c_new,130,2,1,1769.47,0.0627,whatsapp,0.0
1180,b2c_new,242,7,2,1620.53,0.2597,email,0.0
1181,b2c_returning,520,9,1,5017.66,0.2303,whatsapp,0.0
1182,b2c_new,986,27,7,5162.36,0.0304,email,0.0
1183,b2c_new,351,7,2,2343.27,0.0198,whatsapp,0.0
1184,b2c_new,187,4,0,4211.29,0.4013,email,0.0
1185,b2c_new,171,2,0,1624.72,0.0894,whatsapp,0.0
1186,b2c_returning,297,7,4,3940.61,0.0941,email,0.0
1187,b2c_new,162,4,0,1930.97,0.0995,email,0.0
1188,b2b,213,3,2,16181.74,0.2041,email,0.0
1189,b2c_new,69,1,0,4167.74,0.1655,sms,0.0
1190,b2c_returning,578,9,2,2972.2,0.1664,whatsapp,0.0
1191,b2c_new,64,1,0,1071.09,0.1867,sms,0.0
1192,b2c_new,122,3,1,1340.99,0.4706,sms,0.0
1193,b2c_returning,196,4,0,3047.63,0.1283,whatsapp,0.0
1194,b2b,1080,25,6,36682.18,0.1506,whatsapp,0.0
1195,b2c_returning,123,3,2,2011.06,0.3262,sms,0.0
1196,b2c_new,98,2,1,1446.55,0.259,sms,0.0
1197,b2c_new,109,4,1,2058.05,0.1847,none,0.0
1198,b2c_returning,801,15,2,1481.2,0.1056,email,0.0
1199,b2c_new,14,0,0,1486.98,0.275,email,0.0
1200,b2c_returning,73,1,0,7097.98,0.3537,sms,0.0
1201,b2c_returning,2102,37,10,1290.39,0.4284,whatsapp,0.0
1202,b2c_returning,306,10,3,2568.29,0.0605,email,0.0
1203,b2c_returning,66,2,0,2003.38,0.0592,whatsapp,0.0
1204,b2c_returning,173,2,0,762.77,0.165,email,0.0
1205,b2c_new,191,3,3,744.59,0.2202,whatsapp,0.0
1206,b2c_new,385,16,6,1700.64,0.4392,email,0.0
1207,b2c_returning,942,16,6,458.82,0.4064,whatsapp,0.0
1208,b2c_new,255,6,1,6482.27,0.2051,sms,0.0
1209,b2c_new,110,3,3,1397.46,0.173,email,0.0
1210,b2c_new,365,13,2,1319.9,0.11,email,0.0
1211,b2c_returning,96,3,2,4237.32,0.4159,email,0.0
1212,b2c_returning,71,1,0,1631.15,0.2163,sms,0.0
1213,b2c_returning,36,1,0,2839.18,0.1311,email,0.0
1214,b2c_new,44,1,0,1205.6,0.1765,whatsapp,0.0
1215,b2c_new,80,1,0,1858.17,0.1063,sms,0.0
1216,b2c_returning,62,1,0,3545.65,0.1025,sms,0.0
1217,b2c_new,238,4,0,984.64,0.2431,email,0.0
1218,b2c_returning,61,0,0,2604.4,0.2645,sms,0.0
1219,b2c_returning,10,0,0,331.62,0.1444,none,0.0
1220,b2c_new,70,0,1,4365.1,0.2764,sms,0.0
1221,b2c_new,117,3,0,1219.32,0.0628,whatsapp,0.0
1222,b2c_new,104,4,0,1695.24,0.1393,email,0.0
1223,b2c_returning,706,16,5,1680.71,0.1507,email,0.0
1224,b2c_returning,103,1,0,909.72,0.1229,none,0.0
1225,b2c_new,397,8,2,862.13,0.0968,whatsapp,0.0
1226,b2c_returning,176,1,1,2592.77,0.194,whatsapp,0.0
1227,b2c_new,173,5,5,2679.48,0.2276,sms,0.0
1228,b2c_new,84,0,0,968.6,0.2082,whatsapp,0.0
1229,b2b,170,3,3,38001.28,0.3292,none,0.0
1230,b2c_new,90,1,1,2659.96,0.0991,email,0.0
1231,b2c_new,209,8,3,1381.31,0.3239,email,0.0
1232,b2c_returning,145,5,1,727.85,0.2297,whatsapp,0.0
1233,b2c_new,76,2,0,1753.31,0.0759,email,0.0
1234,b2c_returning,439,10,2,2324.13,0.2872,sms,0.0
1235,b2c_new,264,3,0,1727.34,0.3564,email,0.0
1236,b2c_new,120,2,1,1188.91,0.1289,sms,0.0
1237,b2c_new,205,6,2,2495.94,0.3101,sms,0.0
1238,b2c_new,166,8,3,4364.54,0.3127,email,0.0
1239,b2c_new,82,1,1,1049.78,0.3028,email,0.0
1240,b2c_new,191,4,1,1461.09,0.354,sms,0.0
1241,b2c_returning,102,2,1,12280.18,0.3102,sms,0.0
1242,b2c_new,76,1,1,2206.47,0.2565,whatsapp,0.0
1243,b2c_new,41,2,0,741.58,0.4745,whatsapp,0.0
1244,b2c_new,130,2,1,1288.5,0.4744,email,0.0
1245,b2c_new,299,6,2,1059.65,0.3849,sms,0.0
1246,b2c_new,96,2,1,2349.17,0.2355,whatsapp,0.0
1247,b2c_returning,1739,39,13,2232.66,0.4307,whatsapp,0.0
1248,b2c_new,399,5,4,1152.86,0.0592,whatsapp,0.0
1249,b2c_returning,582,13,2,6600.89,0.087,none,0.0
1250,b2b,368,11,3,59241.81,0.1385,email,0.0
1251,b2c_new,953,21,3,1308.36,0.0671,email,0.0
1252,b2c_new,88,1,0,765.67,0.1478,email,0.0
1253,b2c_new,17,1,1,962.18,0.2561,email,0.0
1254,b2c_returning,120,4,1,752.44,0.0101,whatsapp,0.0
1255,b2c_new,297,9,3,1575.21,0.1745,email,0.0
1256,b2c_returning,206,5,3,968.81,0.4616,none,0.0
1257,b2c_returning,230,3,0,3116.08,0.1552,whatsapp,0.0
1258,b2c_returning,590,15,3,1195.64,0.2121,none,0.0
1259,b2c_returning,253,6,1,3241.15,0.458,whatsapp,0.0
1260,b2b,369,3,0,22682.46,0.2058,email,0.0
1261,b2c_new,77,2,0,2828.2,0.076,email,0.0
1262,b2c_new,67,3,1,3372.02,0.4472,whatsapp,0.0
1263,b2c_new,769,13,1,7265.33,0.2237,email,0.0
1264,b2b,197,3,2,65583.66,0.0622,whatsapp,0.0
1265,b2c_returning,102,3,1,3254.33,0.177,email,0.0
1266,b2c_returning,102,3,1,2378.5,0.0557,whatsapp,0.0
1267,b2c_new,100,0,1,3788.93,0.0305,sms,0.0
1268,b2b,95,4,2,41211.13,0.21,whatsapp,0.0
1269,b2c_new,56,0,0,4100.03,0.0967,whatsapp,0.0
1270,b2c_new,46,2,0,728.81,0.4196,email,0.0
1271,b2b,151,2,0,46203.68,0.2069,none,0.0
1272,b2c_new,105,2,3,1208.45,0.1322,whatsapp,0.0
1273,b2c_new,487,14,4,1708.24,0.3508,sms,0.0
1274,b2c_returning,234,5,2,1859.37,0.0608,none,0.0
1275,b2c_new,228,8,1,1072.26,0.1452,whatsapp,0.0
1276,b2c_new,92,3,0,899.58,0.2898,email,0.0
1277,b2c_new,161,5,1,1137.79,0.2364,email,0.0
1278,b2c_new,249,8,2,544.04,0.4069,none,0.0
1279,b2c_returning,342,5,2,1471.22,0.3796,whatsapp,0.0
1280,b2c_returning,165,7,2,1727.89,0.0754,sms,0.0
1281,b2c_new,475,4,0,2451.04,0.1079,email,0.0
1282,b2c_new,181,7,1,2023.03,0.1428,sms,0.0
1283,b2c_new,367,11,0,6316.5,0.7459,email,0.0
1284,b2c_returning,115,2,1,3178.62,0.1121,email,0.0
1285,b2b,35,0,0,47737.61,0.051,sms,0.0
1286,b2b,229,7,3,9041.18,0.3307,email,0.0
1287,b2c_new,345,8,1,2619.0,0.2631,whatsapp,0.0
1288,b2c_new,302,4,1,1542.29,0.0937,whatsapp,0.0
1289,b2c_new,263,4,2,1930.0,0.0355,whatsapp,0.0
1290,b2c_returning,131,1,0,6909.36,0.1248,email,0.0
1291,b2c_new,87,3,0,1713.86,0.1683,email,0.0
1292,b2c_returning,295,5,0,708.56,0.6104,whatsapp,0.0
1293,b2c_returning,264,8,3,2931.61,0.1219,whatsapp,0.0
1294,b2c_new,108,4,2,3321.55,0.0921,email,0.0
1295,b2c_new,488,12,8,2005.62,0.181,whatsapp,0.0
1296,b2c_new,81,2,1,483.33,0.1683,sms,0.0
1297,b2c_new,106,3,1,4430.05,0.3297,email,0.0
1298,b2c_new,785,13,7,2114.29,0.2375,whatsapp,0.0
1299,b2c_returning,393,7,1,1448.61,0.1641,sms,0.0
1300,b2c_new,130,1,0,4134.75,0.1143,sms,0.0
1301,b2c_new,233,3,0,436.28,0.271,whatsapp,0.0
1302,b2c_returning,206,2,0,1946.61,0.0799,email,0.0
1303,b2c_returning,15,0,0,1232.73,0.0553,whatsapp,0.0
1304,b2c_new,79,3,0,5115.57,0.0379,email,0.0
1305,b2c_returning,171,7,2,2133.59,0.2658,none,0.0
1306,b2b,130,2,2,103621.31,0.274,email,0.0
1307,b2c_returning,224,4,1,3993.03,0.209,none,0.0
1308,b2c_returning,497,8,2,321.89,0.234,sms,0.0
1309,b2c_new,134,3,1,2568.49,0.1137,whatsapp,0.0
1310,b2b,69,3,0,35047.86,0.1518,whatsapp,0.0
1311,b2c_new,241,0,0,1302.23,0.0457,email,0.0
1312,b2b,134,2,0,107547.14,0.5057,whatsapp,0.0
1313,b2c_returning,156,4,0,3403.71,0.1539,email,0.0
1314,b2c_new,138,0,0,8416.34,0.5909,email,0.0
